,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual
1499,Gd,TA,PConc,Gd,TA,No,GLQ,376,Unf,0,224,600,GasA,Ex,Y,SBrkr,600,636,0,1236,1,0,2,1,2,1,Gd
1500,Gd,TA,PConc,Gd,TA,No,GLQ,466,Unf,0,290,756,GasA,Ex,Y,SBrkr,756,756,0,1512,1,0,2,1,2,1,Gd
1501,Gd,TA,PConc,Gd,TA,No,GLQ,244,Unf,0,286,530,GasA,Ex,Y,SBrkr,530,550,0,1080,0,0,2,1,2,1,Gd
1502,Gd,TA,PConc,Ex,Po,No,GLQ,1032,Unf,0,610,1642,GasA,Ex,Y,SBrkr,1418,0,0,1418,1,0,1,1,1,1,Gd
1503,Gd,TA,PConc,Gd,TA,No,GLQ,484,Unf,0,491,975,GasA,Ex,Y,SBrkr,975,873,0,1848,1,0,2,1,3,1,Gd
1504,Gd,TA,PConc,Gd,TA,No,GLQ,833,Unf,0,659,1492,GasA,Ex,Y,SBrkr,1492,0,0,1492,1,0,2,0,3,1,Gd
1505,TA,TA,CBlock,TA,TA,No,GLQ,506,Unf,0,1323,1829,GasA,Gd,Y,SBrkr,1829,0,0,1829,1,0,2,0,4,1,TA
1506,TA,TA,PConc,Gd,TA,Mn,GLQ,1137,Unf,0,143,1280,GasA,Ex,Y,SBrkr,1280,1215,0,2495,1,0,2,1,4,1,Gd
1507,TA,TA,PConc,Gd,TA,Mn,ALQ,687,LwQ,46,491,1224,GasA,TA,Y,SBrkr,1287,604,0,1891,0,1,3,0,3,1,TA
1508,TA,TA,CBlock,TA,TA,No,ALQ,329,Unf,0,386,715,GasA,TA,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,TA
1509,TA,TA,CBlock,TA,TA,No,Rec,698,Unf,0,534,1232,GasA,TA,Y,SBrkr,1232,0,0,1232,1,0,1,1,3,1,TA
1510,TA,TA,PConc,Gd,TA,No,BLQ,1059,Unf,0,150,1209,GasA,Gd,Y,SBrkr,1209,0,0,1209,1,0,1,0,3,1,TA
1511,TA,TA,CBlock,TA,TA,No,BLQ,1010,Unf,0,500,1510,GasA,Ex,Y,SBrkr,1510,0,0,1510,1,0,2,0,3,1,Gd
1512,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1131,644,0,1775,0,0,2,0,3,1,TA
1513,TA,TA,CBlock,TA,TA,No,BLQ,1500,Unf,0,228,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,6,2,TA
1514,Gd,TA,CBlock,TA,TA,No,LwQ,670,Unf,0,470,1140,GasA,Gd,Y,SBrkr,1929,532,0,2461,0,0,2,0,3,1,TA
1515,TA,Gd,CBlock,TA,TA,No,Rec,300,Unf,0,482,782,GasA,TA,Y,SBrkr,1019,537,0,1556,0,0,2,0,3,1,TA
1516,TA,TA,CBlock,TA,TA,Gd,GLQ,944,Unf,0,136,1080,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,1,0,2,1,Gd
1517,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1604,1604,GasA,TA,Y,SBrkr,1604,0,0,1604,0,0,2,0,4,2,TA
1518,Gd,TA,PConc,Gd,TA,No,GLQ,1188,Unf,0,292,1480,GasA,Ex,Y,SBrkr,1480,0,0,1480,1,0,2,0,3,1,Gd
1519,TA,TA,CBlock,TA,TA,No,BLQ,856,Rec,162,125,1143,GasA,TA,Y,SBrkr,1143,0,0,1143,1,0,1,0,3,1,TA
1520,TA,TA,CBlock,TA,TA,No,Rec,936,Unf,0,270,1206,GasA,Fa,Y,SBrkr,1206,0,0,1206,0,0,1,0,3,1,TA
1521,TA,TA,CBlock,TA,TA,No,Rec,734,Unf,0,510,1244,GasA,Ex,Y,SBrkr,1580,0,0,1580,1,0,1,1,3,1,TA
1522,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseA,832,505,0,1337,0,0,1,0,3,1,TA
1523,TA,TA,CBlock,TA,TA,No,BLQ,339,Unf,0,525,864,GasA,TA,Y,SBrkr,1064,0,0,1064,0,1,1,0,2,1,Fa
1524,TA,Gd,CBlock,TA,TA,No,Rec,648,Unf,0,324,972,GasA,TA,Y,SBrkr,972,0,0,972,0,0,1,0,3,1,TA
1525,TA,TA,CBlock,TA,TA,Av,Rec,532,Unf,0,456,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0,1,0,2,1,TA
1526,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,985,0,0,985,0,1,1,0,2,1,TA
1527,TA,TA,CBlock,TA,TA,No,ALQ,481,Rec,174,161,816,GasA,TA,Y,SBrkr,816,408,0,1224,1,0,1,0,3,1,TA
1528,TA,TA,CBlock,TA,TA,No,Rec,588,LwQ,350,237,1175,GasA,Ex,Y,SBrkr,1175,0,0,1175,0,0,1,1,3,1,TA
1529,TA,TA,CBlock,TA,TA,Gd,BLQ,717,LwQ,263,415,1395,GasA,TA,Y,SBrkr,1395,0,0,1395,1,0,1,0,2,1,TA
1530,TA,TA,PConc,TA,TA,No,ALQ,48,Unf,0,661,709,GasA,TA,Y,SBrkr,1157,687,0,1844,1,0,1,0,3,1,TA
1531,TA,TA,PConc,TA,TA,No,BLQ,579,Unf,0,357,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA
1532,TA,TA,CBlock,TA,TA,Mn,BLQ,274,Rec,1073,0,1347,GasA,Gd,Y,SBrkr,1347,0,0,1347,1,1,1,0,3,1,Gd
1533,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,827,827,GasA,Gd,Y,SBrkr,827,424,0,1251,0,0,1,0,3,1,Fa
1534,TA,Gd,BrkTil,TA,TA,No,BLQ,780,Unf,0,247,1027,GasA,Ex,Y,SBrkr,1027,606,0,1633,0,0,1,0,3,1,Gd
1535,TA,TA,BrkTil,TA,TA,No,Rec,176,Unf,0,832,1008,GasA,TA,Y,SBrkr,1060,185,0,1245,0,0,1,0,3,1,TA
1536,TA,Fa,BrkTil,Fa,Fa,No,Unf,0,Unf,0,678,678,GasA,TA,N,SBrkr,832,0,0,832,0,0,1,0,2,1,TA
1537,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,930,930,GasW,TA,N,SBrkr,930,636,0,1566,0,0,2,0,3,1,Gd
1538,Gd,Gd,Stone,Fa,Fa,No,Unf,0,Unf,0,346,346,GasA,Ex,Y,SBrkr,1157,1111,0,2268,0,0,3,0,3,1,Gd
1539,TA,Fa,BrkTil,TA,TA,Mn,Unf,0,Unf,0,840,840,Grav,Fa,N,FuseF,1128,1128,0,2256,0,0,2,0,4,2,Fa
1540,TA,TA,CBlock,Fa,TA,No,Rec,283,Unf,0,455,738,GasA,Ex,Y,SBrkr,868,602,0,1470,0,0,1,1,2,1,TA
1541,TA,Gd,CBlock,TA,TA,No,Rec,788,Unf,0,200,988,GasA,Ex,Y,SBrkr,1030,582,0,1612,0,0,1,1,3,1,TA
1542,TA,TA,BrkTil,Gd,TA,No,BLQ,474,Unf,0,634,1108,GasA,TA,N,FuseA,1160,908,0,2068,0,0,1,1,3,1,Gd
1543,TA,TA,BrkTil,TA,TA,No,Rec,188,Unf,0,577,765,GasA,TA,N,FuseF,765,0,0,765,1,0,1,0,2,1,Gd
1544,TA,TA,BrkTil,TA,Gd,No,BLQ,452,LwQ,12,144,608,GasA,TA,Y,SBrkr,608,524,0,1132,1,0,1,0,2,1,TA
1545,TA,Gd,CBlock,TA,TA,No,LwQ,264,Unf,0,308,572,GasA,Ex,Y,FuseA,848,348,0,1196,0,1,1,1,3,1,TA
1546,TA,TA,CBlock,TA,TA,No,Rec,360,LwQ,159,316,835,GasA,TA,Y,FuseA,955,498,0,1453,0,0,1,1,3,1,Gd
1547,TA,TA,CBlock,TA,TA,No,Rec,300,Unf,0,480,780,GasA,TA,Y,SBrkr,780,636,0,1416,0,0,1,1,3,1,TA
1548,TA,TA,CBlock,TA,Fa,No,Rec,276,Unf,0,252,528,GasA,Gd,Y,SBrkr,548,492,0,1040,0,0,1,0,2,1,TA
1549,TA,TA,BrkTil,TA,TA,No,LwQ,448,Unf,0,480,928,GasA,TA,Y,FuseF,928,608,0,1536,0,0,2,0,4,1,TA
1550,TA,TA,BrkTil,Fa,Fa,No,ALQ,960,Unf,0,164,1124,GasA,TA,Y,SBrkr,1068,0,0,1068,1,0,1,0,2,1,TA
1551,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,888,888,GasA,Ex,Y,SBrkr,888,1074,0,1962,0,0,1,1,4,1,TA
1552,Gd,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,SBrkr,780,780,0,1560,0,0,1,1,3,1,Gd
1553,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,Ex,Y,SBrkr,662,662,0,1324,0,1,1,0,3,1,TA
1554,TA,TA,CBlock,Gd,TA,No,Rec,766,Unf,0,656,1422,GasA,Gd,Y,SBrkr,1675,0,0,1675,0,0,2,0,3,1,TA
1555,TA,TA,BrkTil,Gd,Fa,No,Unf,0,Unf,0,689,689,GasA,Gd,N,SBrkr,725,499,0,1224,0,0,1,1,3,1,Gd
1556,Fa,Fa,BrkTil,TA,TA,No,Rec,1026,Unf,0,186,1212,GasA,TA,N,SBrkr,1212,180,0,1392,1,0,1,0,3,1,TA
1557,TA,TA,CBlock,Fa,TA,No,LwQ,368,Unf,0,232,600,GasA,Ex,N,SBrkr,600,319,0,919,0,0,1,0,3,1,TA
1558,TA,TA,CBlock,TA,TA,No,Rec,73,Unf,0,634,707,GasW,TA,N,SBrkr,942,942,0,1884,0,0,1,1,4,1,TA
1559,TA,Gd,BrkTil,TA,TA,Mn,LwQ,736,Unf,0,120,856,GasA,Gd,Y,SBrkr,936,744,0,1680,1,0,2,0,2,2,TA
1560,Fa,Fa,CBlock,TA,TA,No,ALQ,704,Unf,0,1128,1832,GasA,TA,N,SBrkr,1832,0,0,1832,2,0,2,0,4,2,TA
1561,TA,TA,CBlock,TA,TA,Mn,BLQ,240,Rec,474,150,864,GasA,Ex,Y,SBrkr,892,0,0,892,1,0,1,0,3,1,Gd
1562,TA,TA,CBlock,TA,TA,No,GLQ,775,Unf,0,89,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA
1563,TA,TA,CBlock,Gd,TA,Av,GLQ,1319,Unf,0,0,1319,GasA,TA,Y,SBrkr,1373,0,0,1373,1,0,1,0,3,1,TA
1564,TA,Gd,CBlock,TA,Gd,No,Rec,267,ALQ,453,0,720,GasA,Ex,Y,SBrkr,720,720,0,1440,0,0,1,1,4,1,TA
1565,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092,Unf,0,328,1420,GasA,Gd,Y,SBrkr,1483,0,0,1483,1,0,1,1,1,1,TA
1566,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,TA,N,SBrkr,756,0,0,756,0,0,1,0,2,1,TA
1567,TA,TA,PConc,Gd,TA,Av,ALQ,964,Unf,0,153,1117,GasA,Ex,Y,SBrkr,1117,864,0,1981,1,0,2,1,4,1,Gd
1568,TA,TA,CBlock,TA,TA,Mn,BLQ,288,LwQ,684,0,972,GasA,TA,Y,FuseA,1052,558,0,1610,0,1,2,0,4,1,Fa
1569,TA,TA,CBlock,TA,TA,No,GLQ,104,Rec,387,172,663,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,0,3,1,Gd
1570,TA,TA,CBlock,TA,Fa,No,LwQ,192,Unf,0,564,756,GasA,Ex,Y,SBrkr,1169,0,362,1531,0,0,1,0,3,1,TA
1571,TA,TA,CBlock,TA,TA,Av,BLQ,954,Unf,0,218,1172,GasA,TA,Y,SBrkr,1172,0,0,1172,1,0,1,0,3,1,TA
1572,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346,Unf,0,162,1508,GasA,Ex,Y,SBrkr,1508,0,0,1508,1,0,1,0,1,1,Gd
1573,TA,Fa,CBlock,TA,TA,Mn,Unf,0,Unf,0,1250,1250,GasA,Ex,Y,SBrkr,1298,0,0,1298,0,0,2,0,3,1,TA
1574,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433,Unf,0,0,1433,GasA,Ex,Y,SBrkr,1433,0,0,1433,1,0,1,1,1,1,Gd
1575,Gd,Gd,PConc,Gd,TA,No,GLQ,860,Unf,0,86,946,GasA,Ex,Y,SBrkr,964,838,0,1802,0,1,2,1,3,1,Gd
1576,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1198,1222,GasA,Ex,Y,SBrkr,1222,0,0,1222,0,0,2,0,2,1,Gd
1577,TA,TA,PConc,Fa,Gd,No,Unf,0,Unf,0,676,676,GasA,TA,Y,SBrkr,831,614,0,1445,0,0,2,0,3,1,TA
1578,TA,Gd,PConc,Gd,Fa,Av,GLQ,870,Unf,0,0,870,GasA,Gd,Y,SBrkr,965,0,0,965,1,0,1,0,2,1,TA
1579,TA,TA,PConc,Gd,TA,No,ALQ,353,Unf,0,525,878,GasA,Ex,Y,SBrkr,892,800,0,1692,0,0,2,1,3,1,TA
1580,Gd,Gd,CBlock,Gd,TA,No,GLQ,198,Rec,688,140,1026,GasA,Ex,Y,SBrkr,1026,0,0,1026,1,0,1,1,3,1,TA
1581,TA,TA,CBlock,TA,TA,Av,ALQ,480,Unf,0,396,876,GasA,TA,Y,SBrkr,876,0,0,876,1,0,1,0,3,1,TA
1582,Gd,TA,PConc,Gd,TA,No,GLQ,1682,Unf,0,296,1978,GasA,Ex,Y,SBrkr,1978,0,0,1978,1,0,2,1,3,1,Gd
1583,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1040,1040,GasA,Ex,Y,SBrkr,1044,1054,0,2098,0,0,2,1,4,1,Gd
1584,Gd,TA,PConc,Gd,TA,Av,GLQ,672,Unf,0,176,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd
1585,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,N,SBrkr,640,0,0,640,0,0,1,0,2,1,TA
1586,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,381,381,GasA,Ex,Y,SBrkr,992,0,0,992,0,0,1,0,3,1,TA
1587,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070,Unf,0,126,1196,GasA,TA,Y,SBrkr,1196,0,0,1196,1,0,1,0,3,1,TA
1588,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,744,744,GasA,Ex,N,FuseF,792,328,0,1120,0,0,1,0,2,1,Fa
1589,TA,TA,CBlock,TA,TA,Av,ALQ,528,Unf,0,480,1008,GasA,TA,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA
1590,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Ex,Y,SBrkr,960,0,0,960,0,0,1,0,3,1,TA
1591,TA,TA,BrkTil,TA,TA,Mn,Rec,133,Unf,0,974,1107,GasA,Fa,N,FuseA,1296,0,0,1296,0,0,2,0,2,1,Fa
1592,TA,TA,CBlock,TA,TA,No,Rec,238,Unf,0,618,856,GasA,TA,Y,SBrkr,856,0,0,856,1,0,1,0,2,1,TA
1593,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,862,1788,0,2650,0,0,3,0,6,2,TA
1594,TA,TA,PConc,TA,Fa,No,Unf,0,Unf,0,894,894,GasA,Ex,Y,SBrkr,894,772,0,1666,1,0,1,0,3,1,TA
1595,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426,BLQ,252,850,1528,GasA,Ex,Y,SBrkr,1225,908,0,2133,1,0,1,1,4,1,TA
1596,TA,Gd,CBlock,TA,TA,No,ALQ,375,Unf,0,657,1032,GasA,Ex,Y,SBrkr,1102,1075,0,2177,0,0,2,1,5,2,TA
1597,TA,TA,PConc,Gd,TA,No,GLQ,343,Unf,0,80,423,GasA,Ex,Y,SBrkr,896,756,0,1652,1,0,2,1,3,1,Gd
1598,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747,Unf,0,235,982,GasA,Gd,Y,SBrkr,1034,0,0,1034,1,0,1,0,1,1,Gd
1599,Gd,TA,CBlock,Gd,TA,Av,GLQ,76,Unf,0,1115,1191,GasA,Gd,Y,SBrkr,1191,0,0,1191,0,0,2,0,2,1,Gd
1600,TA,TA,BrkTil,TA,TA,No,BLQ,480,Unf,0,0,480,GasA,TA,Y,SBrkr,540,0,0,540,0,0,1,0,1,1,TA
1601,TA,TA,BrkTil,TA,TA,Mn,BLQ,308,Unf,0,321,629,GasA,Fa,Y,SBrkr,727,380,0,1107,0,0,1,0,2,1,TA
1602,Fa,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,GasA,Gd,Y,SBrkr,952,0,0,952,0,0,1,0,3,1,TA
1603,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,GasA,Ex,Y,SBrkr,1646,0,0,1646,1,1,2,0,2,1,Gd
1604,Gd,TA,PConc,Gd,TA,No,GLQ,615,Unf,0,434,1049,GasA,Ex,Y,SBrkr,1036,880,0,1916,1,0,2,1,3,1,Gd
1605,TA,TA,CBlock,TA,TA,No,ALQ,679,Unf,0,564,1243,GasA,TA,Y,SBrkr,1285,0,0,1285,0,1,2,0,3,1,Gd
1606,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1958,1958,GasA,TA,Y,SBrkr,2048,0,0,2048,0,0,3,0,5,2,TA
1607,Gd,TA,PConc,Gd,TA,No,GLQ,78,Unf,0,1258,1336,GasA,Ex,Y,SBrkr,1346,0,0,1346,1,0,2,0,3,1,Gd
1608,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1214,1214,GasA,Ex,Y,SBrkr,1214,0,0,1214,0,0,2,0,2,1,Gd
1609,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,744,700,0,1444,0,0,2,1,3,1,TA
1610,TA,TA,CBlock,TA,TA,No,Rec,42,Unf,0,1026,1068,GasA,TA,Y,SBrkr,1264,0,0,1264,1,0,1,0,2,1,TA
1611,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1430,1430,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd
1612,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1344,1344,GasA,Ex,Y,SBrkr,1344,0,0,1344,0,0,2,0,3,1,TA
1613,TA,TA,CBlock,Gd,TA,Gd,GLQ,915,Unf,0,30,945,GasA,Ex,Y,SBrkr,945,0,0,945,1,1,1,0,2,1,TA
1614,TA,TA,CBlock,TA,TA,No,GLQ,176,Unf,0,370,546,GasA,Ex,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA
1615,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,Ex,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA
1616,TA,TA,CBlock,TA,TA,No,Rec,294,Unf,0,252,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA
1617,TA,Gd,CBlock,TA,TA,No,ALQ,469,Unf,0,395,864,GasA,Ex,Y,SBrkr,874,0,0,874,0,0,1,0,3,1,TA
1618,TA,TA,CBlock,Gd,TA,Mn,Rec,207,GLQ,590,36,833,GasA,TA,Y,SBrkr,833,0,0,833,1,0,1,0,2,1,Gd
1619,TA,Po,PConc,TA,TA,No,Unf,0,Unf,0,1216,1216,GasA,Gd,Y,SBrkr,1216,1216,0,2432,0,0,4,2,4,2,TA
1620,TA,TA,PConc,Gd,TA,No,Rec,458,Unf,0,166,624,GasA,Gd,Y,SBrkr,624,650,0,1274,0,0,1,1,3,1,TA
1621,TA,TA,CBlock,TA,TA,Av,BLQ,476,Unf,0,388,864,GasA,TA,Y,SBrkr,864,615,0,1479,0,0,2,0,5,1,TA
1622,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341,LwQ,284,54,1679,GasA,Ex,Y,SBrkr,1803,0,0,1803,1,1,2,1,3,1,Gd
1623,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944,Unf,0,208,1152,GasA,Ex,Y,SBrkr,1152,645,0,1797,1,0,2,1,3,1,Gd
1624,TA,TA,CBlock,Fa,Fa,No,Rec,564,Unf,0,318,882,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,2,1,TA
1625,TA,TA,CBlock,TA,TA,No,LwQ,844,Unf,0,590,1434,GasA,TA,Y,SBrkr,1434,0,0,1434,1,0,2,0,4,1,TA
1626,TA,TA,PConc,Gd,TA,No,ALQ,847,Unf,0,98,945,GasA,Ex,Y,SBrkr,945,663,0,1608,0,0,2,1,3,1,TA
1627,Gd,TA,PConc,Gd,TA,Gd,GLQ,850,Unf,0,158,1008,GasA,Ex,Y,SBrkr,1008,1275,0,2283,0,0,2,1,4,1,Gd
1628,TA,TA,PConc,Gd,TA,No,GLQ,284,Unf,0,100,384,GasA,Gd,Y,SBrkr,958,670,0,1628,0,0,2,1,3,1,TA
1629,Gd,TA,PConc,Ex,TA,Av,GLQ,1965,Unf,0,243,2208,GasA,Ex,Y,SBrkr,2522,0,0,2522,1,0,2,0,1,1,Gd
1630,TA,TA,PConc,Gd,TA,Av,GLQ,341,Unf,0,1077,1418,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,0,2,1,TA
1631,Gd,TA,PConc,Gd,TA,No,GLQ,741,Unf,0,846,1587,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,2,1,Gd
1632,Gd,TA,PConc,Gd,TA,No,GLQ,189,Unf,0,195,384,GasA,Gd,Y,SBrkr,751,631,0,1382,0,0,2,1,3,1,TA
1633,Gd,TA,PConc,Gd,TA,No,GLQ,476,Unf,0,476,952,GasA,Gd,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,TA
1634,TA,TA,PConc,Gd,TA,No,GLQ,600,Unf,0,107,707,GasA,Gd,Y,SBrkr,707,809,0,1516,1,0,2,1,3,1,Gd
1635,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1181,1181,GasA,Ex,Y,SBrkr,1190,0,0,1190,0,0,2,0,3,1,Gd
1636,TA,TA,PConc,Gd,TA,No,ALQ,400,Unf,0,722,1122,GasA,Ex,Y,SBrkr,946,988,0,1934,1,0,2,1,3,1,TA
1637,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,SBrkr,1154,896,0,2050,0,0,2,1,4,1,Gd
1638,TA,TA,PConc,TA,TA,No,LwQ,363,Unf,0,1064,1427,GasA,TA,Y,SBrkr,1671,0,0,1671,0,0,2,0,3,1,TA
1639,TA,TA,CBlock,Gd,TA,No,ALQ,602,Unf,0,441,1043,GasA,TA,Y,SBrkr,1539,1134,0,2673,0,0,2,1,4,1,Gd
1640,TA,TA,PConc,TA,TA,No,ALQ,832,Unf,0,308,1140,GasA,Gd,Y,SBrkr,1707,0,0,1707,0,0,2,0,3,1,TA
1641,Gd,TA,PConc,Gd,TA,Mn,GLQ,622,Unf,0,304,926,GasA,Ex,Y,SBrkr,1016,868,0,1884,1,0,2,1,3,1,Ex
1642,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1058,1058,GasA,Ex,Y,SBrkr,1058,816,0,1874,0,0,2,1,3,1,Gd
1643,Gd,TA,PConc,Gd,TA,No,GLQ,225,ALQ,276,471,972,GasA,Ex,Y,SBrkr,972,839,0,1811,0,0,2,1,3,1,Gd
1644,TA,TA,CBlock,Gd,TA,Av,ALQ,1333,LwQ,168,120,1621,GasA,TA,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,TA
1645,TA,TA,CBlock,TA,TA,No,ALQ,888,Unf,0,228,1116,GasA,Ex,Y,SBrkr,1116,0,0,1116,1,0,2,0,3,1,TA
1646,TA,TA,CBlock,TA,TA,No,ALQ,636,Unf,0,540,1176,GasA,Fa,Y,SBrkr,1193,0,0,1193,0,0,2,0,3,1,TA
1647,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1180,1180,GasA,TA,Y,SBrkr,1180,0,0,1180,0,0,1,1,2,1,TA
1648,TA,TA,CBlock,Gd,TA,No,ALQ,500,Unf,0,543,1043,GasA,Ex,Y,SBrkr,1050,0,0,1050,1,0,1,1,3,1,TA
1649,TA,TA,CBlock,TA,TA,No,ALQ,726,Unf,0,138,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA
1650,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,0,624,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA
1651,TA,TA,CBlock,TA,TA,No,BLQ,254,Unf,0,229,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA
1652,TA,TA,CBlock,TA,TA,No,Rec,110,LwQ,294,79,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA
1653,TA,TA,CBlock,Gd,TA,No,ALQ,306,Unf,0,498,804,GasA,TA,Y,SBrkr,804,744,0,1548,0,0,2,1,3,1,TA
1654,TA,TA,CBlock,Gd,TA,No,ALQ,435,LwQ,622,0,1057,GasA,TA,Y,SBrkr,1055,0,0,1055,0,1,2,0,2,1,TA
1655,TA,TA,CBlock,Gd,TA,No,ALQ,389,Unf,0,466,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA
1656,TA,TA,CBlock,Gd,TA,No,ALQ,320,Unf,0,484,804,GasA,TA,Y,SBrkr,804,744,0,1548,0,1,2,1,3,1,TA
1657,Gd,TA,CBlock,Gd,TA,No,ALQ,279,Unf,0,576,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA
1658,TA,TA,CBlock,TA,TA,No,ALQ,536,Unf,0,300,836,GasA,TA,Y,SBrkr,836,0,0,836,0,1,1,0,2,1,TA
1659,Gd,TA,PConc,TA,TA,No,BLQ,644,Unf,0,220,864,GasA,Ex,Y,SBrkr,1120,0,0,1120,0,1,1,0,3,1,TA
1660,Ex,TA,PConc,Ex,TA,No,GLQ,1360,Unf,0,416,1776,GasA,Ex,Y,SBrkr,1794,978,0,2772,1,0,3,1,4,1,Ex
1661,Gd,TA,PConc,Ex,TA,No,GLQ,986,Unf,0,379,1365,GasA,Ex,Y,SBrkr,1365,1325,0,2690,1,0,2,1,3,1,Ex
1662,Ex,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,0,788,2020,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,0,3,1,Ex
1663,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288,Unf,0,342,2630,GasA,Ex,Y,SBrkr,2674,0,0,2674,2,0,2,1,2,1,Ex
1664,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1736,1736,GasA,Ex,Y,SBrkr,1736,0,0,1736,0,0,2,0,3,1,Ex
1665,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531,Unf,0,251,1782,GasA,Ex,Y,SBrkr,1782,0,0,1782,1,0,2,0,3,1,Gd
1666,Gd,TA,PConc,Ex,TA,Av,GLQ,1230,Unf,0,278,1508,GasA,Ex,Y,SBrkr,1508,1012,0,2520,1,0,2,1,5,1,Ex
